"","id","roi","volume"
"1",127,"Telencephalon_L",531111
"2",127,"Telencephalon_R",543404
"3",127,"Diencephalon_L",9683
"4",127,"Diencephalon_R",9678
"5",127,"Mesencephalon",10268
"6",127,"Metencephalon",159402
"7",127,"Myelencephalon",4973
"8",127,"CSF",109776
"9",127,"CerebralCortex_L",276965
"10",127,"CerebralCortex_R",282858
"11",127,"CerebralNucli_L",12380
"12",127,"CerebralNucli_R",13073
"13",127,"Thalamus_L",6342
"14",127,"Thalamus_R",6372
"15",127,"BasalForebrain_L",3341
"16",127,"BasalForebrain_R",3306
"17",127,"Mesencephalon_L",4943
"18",127,"Mesencephalon_R",5325
"19",127,"Metencephalon_R",79910
"20",127,"Metencephalon_L",79493
"21",127,"Myelencephalon_L",2403
"22",127,"Myelencephalon_R",2571
"23",127,"WhiteMatter_L",241767
"24",127,"WhiteMatter_R",247473
"25",127,"Ventricle",45791
"26",127,"Sulcus_L",33971
"27",127,"Sulcus_R",30015
"28",127,"Frontal_L",98664
"29",127,"Frontal_R",98601
"30",127,"Parietal_L",41675
"31",127,"Parietal_R",47756
"32",127,"Temporal_L",63338
"33",127,"Temporal_R",61805
"34",127,"Limbic_L",30777
"35",127,"Limbic_R",34931
"36",127,"Occipital_L",37254
"37",127,"Occipital_R",35034
"38",127,"Insula_L",7241
"39",127,"Insula_R",7082
"40",127,"BasalGang_L",10397
"41",127,"BasalGang_R",10725
"42",127,"Thalamus_L",6342
"43",127,"Thalamus_R",6372
"44",127,"BasalForebrain_L",3341
"45",127,"BasalForebrain_R",3306
"46",127,"midbrain_L",4943
"47",127,"midbrain_R",5325
"48",127,"Cerebellum_R",71877
"49",127,"Cerebellum_L",72003
"50",127,"Pons_L",7491
"51",127,"Pons_R",8033
"52",127,"Medulla_L",2403
"53",127,"Medulla_R",2571
"54",127,"AnteriorWM_L",87012
"55",127,"AnteriorWM_R",91755
"56",127,"PosteriorWM_L",70431
"57",127,"PosteriorWM_R",71552
"58",127,"CorpusCallosum_L",12130
"59",127,"CorpusCallosum_R",13167
"60",127,"InferiorWM_L",57873
"61",127,"InferiorWM_R",57299
"62",127,"LimbicWM_L",14322
"63",127,"LimbicWM_R",13702
"64",127,"LateralVentricle_L",21332
"65",127,"LateralVentricle_R",19342
"66",127,"III_ventricle",2418
"67",127,"FrontSul_L",15004
"68",127,"FrontSul_R",11232
"69",127,"CentralSul_L",2159
"70",127,"CentralSul_R",1750
"71",127,"SylvianFissureExt_L",3826
"72",127,"SylvianFissureExt_R",2925
"73",127,"ParietSul_L",8739
"74",127,"ParietSul_R",9728
"75",127,"CinguSul_L",1173
"76",127,"CinguSul_R",1419
"77",127,"OcciptSul_L",1934
"78",127,"OcciptSul_R",2054
"79",127,"TempSul_L",1139
"80",127,"TempSul_R",910
"81",127,"IV_ventricle",2700
"82",127,"SFG_L",28786
"83",127,"SFG_R",26430
"84",127,"MFG_L",26237
"85",127,"MFG_R",27599
"86",127,"IFG_L",13080
"87",127,"IFG_R",11608
"88",127,"OG_L",9513
"89",127,"OG_R",9233
"90",127,"RG_L",6304
"91",127,"RG_R",6209
"92",127,"PoCG_L",10698
"93",127,"PoCG_R",11178
"94",127,"PrCG_L",14746
"95",127,"PrCG_R",17523
"96",127,"SPG_L",7564
"97",127,"SPG_R",6928
"98",127,"SMG_L",8626
"99",127,"SMG_R",9497
"100",127,"AG_L",7430
"101",127,"AG_R",13580
"102",127,"PrCu_L",7359
"103",127,"PrCu_R",6574
"104",127,"STG_L",17820
"105",127,"STG_R",16656
"106",127,"MTG_L",18933
"107",127,"MTG_R",19300
"108",127,"ITG_L",12554
"109",127,"ITG_R",12336
"110",127,"Limbic_L",2180
"111",127,"Limbic_R",2289
"112",127,"FuG_L",14032
"113",127,"FuG_R",13514
"114",127,"SOG_L",2568
"115",127,"SOG_R",2268
"116",127,"MOG_L",16292
"117",127,"MOG_R",14164
"118",127,"IOG_L",4290
"119",127,"IOG_R",4475
"120",127,"Cu_L",6038
"121",127,"Cu_R",6839
"122",127,"LG_L",8068
"123",127,"LG_R",7289
"124",127,"Cingulate_L",22643
"125",127,"Cingulate_R",26516
"126",127,"Insula_L",7241
"127",127,"Insula_R",7082
"128",127,"Amyg_L",1983
"129",127,"Amyg_R",2349
"130",127,"Hippo_L",3972
"131",127,"Hippo_R",3779
"132",127,"Caud_L",3570
"133",127,"Caud_R",3723
"134",127,"Put_L",4385
"135",127,"Put_R",4400
"136",127,"GP_L",1368
"137",127,"GP_R",1478
"138",127,"Thalamus_L",6342
"139",127,"Thalamus_R",6372
"140",127,"BasalForebrain_L",4053
"141",127,"BasalForebrain_R",4088
"142",127,"midbrain_L",4943
"143",127,"midbrain_R",5325
"144",127,"Cerebellum_R",58504
"145",127,"Cerebellum_L",59435
"146",127,"Pons_L",7491
"147",127,"Pons_R",8033
"148",127,"Medulla_L",2403
"149",127,"Medulla_R",2571
"150",127,"ant_DPWM_L",26423
"151",127,"ant_DPWM_R",27905
"152",127,"post_DPWM_L",4400
"153",127,"post_DPWM_R",3772
"154",127,"GCC_L",2584
"155",127,"GCC_R",2748
"156",127,"BCC_L",4120
"157",127,"BCC_R",4487
"158",127,"SCC_L",5427
"159",127,"SCC_R",5932
"160",127,"PVA_posterior_L",1176
"161",127,"PVA_posterior_R",1041
"162",127,"ALIC_L",2344
"163",127,"ALIC_R",2528
"164",127,"PLIC_L",3389
"165",127,"PLIC_R",3297
"166",127,"inf_DPWM_L",19131
"167",127,"inf_DPWM_R",18142
"168",127,"CGC_L",3135
"169",127,"CGC_R",3563
"170",127,"CGH_L",1811
"171",127,"CGH_R",1725
"172",127,"Fx/ST_L",1425
"173",127,"Fx/ST_R",1438
"174",127,"Fx_L",903
"175",127,"Fx_R",996
"176",127,"PeripheralParietalWM_L",33441
"177",127,"PeripheralParietalWM_R",36387
"178",127,"AnteriorLateralVentricle_L",15521
"179",127,"PosteriorLateralVentricle_L",4977
"180",127,"InferiorLateralVentricle_L",834
"181",127,"AnteriorLateralVentricle_R",14214
"182",127,"PosteriorLateralVentricle_R",4220
"183",127,"InferiorLateralVentricle_R",909
"184",127,"III_ventricle",2418
"185",127,"PVA_anterior_L",836
"186",127,"PVA_anterior_R",867
"187",127,"PeripheralFrontalWM_L",59754
"188",127,"PeripheralFrontalWM_R",62984
"189",127,"PeripheralTemporalWM_L",32619
"190",127,"PeripheralTemporalWM_R",32943
"191",127,"PeripheralOccipitalWM_L",31806
"192",127,"PeripheralOccipitalWM_R",30744
"193",127,"PeripheralCingulateWM_L",7050
"194",127,"PeripheralCingulateWM_R",5981
"195",127,"CerebellumWM_R",13373
"196",127,"CerebellumWM_L",12568
"197",127,"FrontSul_L",15004
"198",127,"FrontSul_R",11232
"199",127,"CentralSul_L",2159
"200",127,"CentralSul_R",1750
"201",127,"SylFrontSul_L",1589
"202",127,"SylFrontSul_R",1175
"203",127,"SylTempSul_L",1598
"204",127,"SylTempSul_R",1462
"205",127,"SylParieSul_L",640
"206",127,"SylParieSul_R",288
"207",127,"ParietSul_L",8739
"208",127,"ParietSul_R",9728
"209",127,"CinguSul_L",1173
"210",127,"CinguSul_R",1419
"211",127,"OcciptSul_L",1934
"212",127,"OcciptSul_R",2054
"213",127,"TempSul_L",1139
"214",127,"TempSul_R",910
"215",127,"Caudate_tail_L",363
"216",127,"Caudate_tail_R",345
"217",127,"IV_ventricle",2700
"218",127,"SFG_L",12926
"219",127,"SFG_R",10050
"220",127,"SFG_PFC_L",12783
"221",127,"SFG_PFC_R",11507
"222",127,"SFG_pole_L",3078
"223",127,"SFG_pole_R",4874
"224",127,"MFG_L",9938
"225",127,"MFG_R",11151
"226",127,"MFG_DPFC_L",16300
"227",127,"MFG_DPFC_R",16449
"228",127,"IFG_opercularis_L",4229
"229",127,"IFG_opercularis_R",4084
"230",127,"IFG_orbitalis_L",4551
"231",127,"IFG_orbitalis_R",3868
"232",127,"IFG_triangularis_L",4301
"233",127,"IFG_triangularis_R",3657
"234",127,"LFOG_L",4700
"235",127,"LFOG_R",4490
"236",127,"MFOG_L",4814
"237",127,"MFOG_R",4744
"238",127,"RG_L",6304
"239",127,"RG_R",6209
"240",127,"PoCG_L",10698
"241",127,"PoCG_R",11178
"242",127,"PrCG_L",14746
"243",127,"PrCG_R",17523
"244",127,"SPG_L",7564
"245",127,"SPG_R",6928
"246",127,"SMG_L",8626
"247",127,"SMG_R",9497
"248",127,"AG_L",7430
"249",127,"AG_R",13580
"250",127,"PrCu_L",7359
"251",127,"PrCu_R",6574
"252",127,"STG_L",12957
"253",127,"STG_R",11253
"254",127,"STG_L_pole",4864
"255",127,"STG_R_pole",5404
"256",127,"MTG_L",16238
"257",127,"MTG_R",16311
"258",127,"MTG_L_pole",2696
"259",127,"MTG_R_pole",2990
"260",127,"ITG_L",12554
"261",127,"ITG_R",12336
"262",127,"PHG_L",1250
"263",127,"PHG_R",1248
"264",127,"ENT_L",930
"265",127,"ENT_R",1041
"266",127,"FuG_L",14032
"267",127,"FuG_R",13514
"268",127,"SOG_L",2568
"269",127,"SOG_R",2268
"270",127,"MOG_L",16292
"271",127,"MOG_R",14164
"272",127,"IOG_L",4290
"273",127,"IOG_R",4475
"274",127,"Cu_L",6038
"275",127,"Cu_R",6839
"276",127,"LG_L",8068
"277",127,"LG_R",7289
"278",127,"rostral_ACC_L",2628
"279",127,"rostral_ACC_R",3638
"280",127,"subcallosal_ACC_L",471
"281",127,"subcallosal_ACC_R",598
"282",127,"subgenual_ACC_L",1545
"283",127,"subgenual_ACC_R",1618
"284",127,"dorsal_ACC_L",12282
"285",127,"dorsal_ACC_R",12545
"286",127,"PCC_L",5718
"287",127,"PCC_R",8118
"288",127,"Insula_L",7241
"289",127,"Insula_R",7082
"290",127,"Amyg_L",1983
"291",127,"Amyg_R",2349
"292",127,"Hippo_L",3923
"293",127,"Hippo_R",3735
"294",127,"Caud_L",3570
"295",127,"Caud_R",3723
"296",127,"Put_L",4385
"297",127,"Put_R",4400
"298",127,"GP_L",1368
"299",127,"GP_R",1478
"300",127,"Thalamus_L",6342
"301",127,"Thalamus_R",6372
"302",127,"HypoThalamus_L",665
"303",127,"HypoThalamus_R",761
"304",127,"BasalForebrain_L",406
"305",127,"BasalForebrain_R",410
"306",127,"NucAccumbens_L",712
"307",127,"NucAccumbens_R",782
"308",127,"RedNc_L",350
"309",127,"RedNc_R",430
"310",127,"Snigra_L",387
"311",127,"Snigra_R",256
"312",127,"CerebellumGM_R",58504
"313",127,"CerebellumGM_L",59435
"314",127,"CP_L",1935
"315",127,"CP_R",2014
"316",127,"Midbrain_L",2273
"317",127,"Midbrain_R",2626
"318",127,"CST_L",1569
"319",127,"CST_R",1427
"320",127,"SCP_L",954
"321",127,"SCP_R",1040
"322",127,"MCP_L",2897
"323",127,"MCP_R",2997
"324",127,"PCT_L",964
"325",127,"PCT_R",852
"326",127,"ICP_L",892
"327",127,"ICP_R",926
"328",127,"ML_L",842
"329",127,"ML_R",1071
"330",127,"Pons_L",267
"331",127,"Pons_R",648
"332",127,"Medulla_L",1511
"333",127,"Medulla_R",1646
"334",127,"ACR_L",12600
"335",127,"ACR_R",13280
"336",127,"SCR_L",13461
"337",127,"SCR_R",14350
"338",127,"PCR_L",4400
"339",127,"PCR_R",3772
"340",127,"GCC_L",2584
"341",127,"GCC_R",2748
"342",127,"BCC_L",4120
"343",127,"BCC_R",4487
"344",127,"SCC_L",5427
"345",127,"SCC_R",5932
"346",127,"PVWl_L",392
"347",127,"PVWl_R",392
"348",127,"ALIC_L",2344
"349",127,"ALIC_R",2528
"350",127,"PLIC_L",3389
"351",127,"PLIC_R",3297
"352",127,"RLIC_L",3064
"353",127,"RLIC_R",3100
"354",127,"EC_L",3306
"355",127,"EC_R",3167
"356",127,"CGC_L",3135
"357",127,"CGC_R",3563
"358",127,"CGH_L",1811
"359",127,"CGH_R",1725
"360",127,"Fx/ST_L",1425
"361",127,"Fx/ST_R",1438
"362",127,"Fx_L",903
"363",127,"Fx_R",996
"364",127,"IFO_L",1808
"365",127,"IFO_R",1865
"366",127,"PTR_L",7073
"367",127,"PTR_R",5676
"368",127,"SS_L",3590
"369",127,"SS_R",4043
"370",127,"SFO_L",363
"371",127,"SFO_R",276
"372",127,"SLF_L",6989
"373",127,"SLF_R",7782
"374",127,"Cl_L",419
"375",127,"Cl_R",563
"376",127,"BasalForebrain_L",1727
"377",127,"BasalForebrain_R",1470
"378",127,"Mammillary_R",104
"379",127,"Mammillary_L",125
"380",127,"LV_Frontal_L",6756
"381",127,"LV_body_L",8321
"382",127,"LV_atrium_L",4559
"383",127,"LV_Occipital_L",418
"384",127,"LV_Inferior_L",834
"385",127,"LV_Frontal_R",5885
"386",127,"LV_body_R",7959
"387",127,"LV_atrium_R",4100
"388",127,"LV_Occipital_R",120
"389",127,"LV_Inferior_R",909
"390",127,"III_ventricle",2418
"391",127,"PVWa_L",836
"392",127,"PVWa_R",867
"393",127,"PVWp_L",785
"394",127,"PVWp_R",650
"395",127,"SFWM_L",8423
"396",127,"SFWM_R",7641
"397",127,"SFWM_PFC_L",8924
"398",127,"SFWM_PFC_R",8770
"399",127,"SFWM_pole_L",512
"400",127,"SFWM_pole_R",810
"401",127,"MFWM_L",7026
"402",127,"MFWM_R",7371
"403",127,"MFWM_DPFC_L",4912
"404",127,"MFWM_DPFC_R",6158
"405",127,"IFWM_opercularis_L",2224
"406",127,"IFWM_opercularis_R",3820
"407",127,"IFWM_orbitalis_L",3419
"408",127,"IFWM_orbitalis_R",2484
"409",127,"IFWM_triangularis_L",4643
"410",127,"IFWM_triangularis_R",3676
"411",127,"LFOWM_L",2528
"412",127,"LFOWM_R",1992
"413",127,"MFOWM_L",2238
"414",127,"MFOWM_R",2073
"415",127,"RGWM_L",2846
"416",127,"RGWM_R",3507
"417",127,"PoCWM_L",8442
"418",127,"PoCWM_R",8886
"419",127,"PrCWM_L",12064
"420",127,"PrCWM_R",14686
"421",127,"SPWM_L",7455
"422",127,"SPWM_R",7304
"423",127,"SMWM_L",3935
"424",127,"SMWM_R",4781
"425",127,"AGWM_L",3636
"426",127,"AGWM_R",5099
"427",127,"PrCuWM_L",2985
"428",127,"PrCuWM_R",2536
"429",127,"STWM_L",8800
"430",127,"STWM_R",7839
"431",127,"STWM_L_pole",1293
"432",127,"STWM_R_pole",1283
"433",127,"MTWM_L",9432
"434",127,"MTWM_R",10698
"435",127,"MTWM_L_pole",1616
"436",127,"MTWM_R_pole",1810
"437",127,"ITWM_L",6239
"438",127,"ITWM_R",5555
"439",127,"FuWM_L",5241
"440",127,"FuWM_R",5759
"441",127,"SOWM_L",3194
"442",127,"SOWM_R",3764
"443",127,"MOWM_L",12186
"444",127,"MOWM_R",12108
"445",127,"IOWM_L",1908
"446",127,"IOWM_R",3384
"447",127,"CuWM_L",6045
"448",127,"CuWM_R",4820
"449",127,"LGWM_L",8475
"450",127,"LGWM_R",6670
"451",127,"rostralWM_ACC_L",255
"452",127,"rostralWM_ACC_R",2
"453",127,"subcallosalWM_ACC_L",120
"454",127,"subcallosalWM_ACC_R",106
"455",127,"subgenualWM_ACC_L",238
"456",127,"subgenualWM_ACC_R",143
"457",127,"dorsalWM_ACC_L",2883
"458",127,"dorsalWM_ACC_R",1792
"459",127,"PCCWM_L",3556
"460",127,"PCCWM_R",3940
"461",127,"CerebellumWM_R",10155
"462",127,"CerebellumWM_L",9158
"463",127,"MCP_cb_L",2870
"464",127,"MCP_cb_R",2643
"465",127,"ICP_cb_L",542
"466",127,"ICP_cb_R",576
"467",127,"FrontSul_L",15004
"468",127,"FrontSul_R",11232
"469",127,"CentralSul_L",2159
"470",127,"CentralSul_R",1750
"471",127,"SylFrontSul_L",1589
"472",127,"SylFrontSul_R",1175
"473",127,"SylTempSul_L",1598
"474",127,"SylTempSul_R",1462
"475",127,"SylParieSul_L",640
"476",127,"SylParieSul_R",288
"477",127,"ParietSul_L",8739
"478",127,"ParietSul_R",9728
"479",127,"CinguSul_L",1173
"480",127,"CinguSul_R",1419
"481",127,"OcciptSul_L",1934
"482",127,"OcciptSul_R",2054
"483",127,"TempSul_L",1139
"484",127,"TempSul_R",910
"485",127,"Caudate_tail_L",363
"486",127,"Fimbria_L",50
"487",127,"Caudate_tail_R",345
"488",127,"Fimbria_R",45
"489",127,"Chroid_LVetc_L",444
"490",127,"Chroid_LVetc_R",371
"491",127,"IV_ventricle",2700
"492",127,"ECCL_L",292
"493",127,"ECCL_R",292
"494",127,"Hemisphere_L",540794
"495",127,"Hemisphere_R",553082
"496",127,"Brainstem",30764
"497",127,"Cerebellum",143879
"498",127,"CSF",109776
"499",127,"Hemisphere_L",434645
"500",127,"Hemisphere_R",444113
"501",127,"CerebralNucli_L",12380
"502",127,"CerebralNucli_R",13073
"503",127,"Thalamus_L",6342
"504",127,"Thalamus_R",6372
"505",127,"BasalForebrain_L",3341
"506",127,"BasalForebrain_R",3306
"507",127,"midbrain",10268
"508",127,"Cerebellum_R",71877
"509",127,"Cerebellum_L",72003
"510",127,"Brainstem_L",9893
"511",127,"Brainstem_R",10604
"512",127,"WhiteMatter_L",84087
"513",127,"WhiteMatter_R",86218
"514",127,"Ventricle",45791
"515",127,"Sulcus_L",33971
"516",127,"Sulcus_R",30015
"517",127,"Frontal_L",158418
"518",127,"Frontal_R",161584
"519",127,"Parietal_L",75116
"520",127,"Parietal_R",84142
"521",127,"Temporal_L",95956
"522",127,"Temporal_R",94748
"523",127,"Limbic_L",37827
"524",127,"Limbic_R",40912
"525",127,"Occipital_L",69060
"526",127,"Occipital_R",65778
"527",127,"Insula_L",7241
"528",127,"Insula_R",7082
"529",127,"BasalGang_L",10397
"530",127,"BasalGang_R",10725
"531",127,"Thalamus_L",6342
"532",127,"Thalamus_R",6372
"533",127,"BasalForebrain_L",3341
"534",127,"BasalForebrain_R",3306
"535",127,"midbrain_L",4943
"536",127,"midbrain_R",5325
"537",127,"Cerebellum_R",71877
"538",127,"Cerebellum_L",72003
"539",127,"Pons_L",7491
"540",127,"Pons_R",8033
"541",127,"Medulla_L",2403
"542",127,"Medulla_R",2571
"543",127,"AnteriorWM_L",27258
"544",127,"AnteriorWM_R",28772
"545",127,"PosteriorWM_L",5184
"546",127,"PosteriorWM_R",4421
"547",127,"CorpusCallosum_L",12130
"548",127,"CorpusCallosum_R",13167
"549",127,"InferiorWM_L",25254
"550",127,"InferiorWM_R",24357
"551",127,"LimbicWM_L",7272
"552",127,"LimbicWM_R",7721
"553",127,"LateralVentricle_L",21332
"554",127,"LateralVentricle_R",19342
"555",127,"III_ventricle",2418
"556",127,"FrontSul_L",16593
"557",127,"FrontSul_R",12407
"558",127,"CentralSul_L",2159
"559",127,"CentralSul_R",1750
"560",127,"TempSul_L",2736
"561",127,"TempSul_R",2372
"562",127,"ParietSul_L",9378
"563",127,"ParietSul_R",10016
"564",127,"CinguSul_L",1173
"565",127,"CinguSul_R",1419
"566",127,"OcciptSul_L",1934
"567",127,"OcciptSul_R",2054
"568",127,"IV_ventricle",2700
"569",127,"Frontal_L",158418
"570",127,"Frontal_R",161584
"571",127,"Parietal_L",75116
"572",127,"Parietal_R",84142
"573",127,"Temporal_L",95956
"574",127,"Temporal_R",94748
"575",127,"Limbic_L",15184
"576",127,"Limbic_R",14397
"577",127,"Occipital_L",69060
"578",127,"Occipital_R",65778
"579",127,"Cingulate_L",22643
"580",127,"Cingulate_R",26516
"581",127,"Insula_L",7241
"582",127,"Insula_R",7082
"583",127,"Striatum_L",9029
"584",127,"Striatum_R",9248
"585",127,"GP_L",1368
"586",127,"GP_R",1478
"587",127,"Thalamus_L",6342
"588",127,"Thalamus_R",6372
"589",127,"BasalForebrain_L",3341
"590",127,"BasalForebrain_R",3306
"591",127,"midbrain_L",4943
"592",127,"midbrain_R",5325
"593",127,"Cerebellum_R",58504
"594",127,"Cerebellum_L",59435
"595",127,"Pons_L",7491
"596",127,"Pons_R",8033
"597",127,"Medulla_L",2403
"598",127,"Medulla_R",2571
"599",127,"ant_DPWM_L",27258
"600",127,"ant_DPWM_R",28772
"601",127,"post_DPWM_L",5184
"602",127,"post_DPWM_R",4421
"603",127,"CorpusCallosum_L",12130
"604",127,"CorpusCallosum_R",13167
"605",127,"inf_DPWM_L",19522
"606",127,"inf_DPWM_R",18533
"607",127,"InternalCapsule_L",5733
"608",127,"InternalCapsule_R",5824
"609",127,"LimbicWM_L",7272
"610",127,"LimbicWM_R",7721
"611",127,"AnteriorLateralVentricle_L",15521
"612",127,"PosteriorLateralVentricle_L",4977
"613",127,"InferiorLateralVentricle_L",834
"614",127,"AnteriorLateralVentricle_R",14214
"615",127,"PosteriorLateralVentricle_R",4220
"616",127,"InferiorLateralVentricle_R",909
"617",127,"III_ventricle",2418
"618",127,"CerebellumWM_R",13373
"619",127,"CerebellumWM_L",12568
"620",127,"FrontSul_L",15004
"621",127,"FrontSul_R",11232
"622",127,"CentralSul_L",2159
"623",127,"CentralSul_R",1750
"624",127,"SylAntInsularSul_L",1589
"625",127,"SylAntInsularSul_R",1175
"626",127,"SylPostInsularSul_L",1598
"627",127,"SylPostInsularSul_R",1462
"628",127,"SylExtSMG_L",640
"629",127,"SylExtSMG_R",288
"630",127,"ParietSul_L",8739
"631",127,"ParietSul_R",9728
"632",127,"CinguSul_L",1173
"633",127,"CinguSul_R",1419
"634",127,"OcciptSul_L",1934
"635",127,"OcciptSul_R",2054
"636",127,"TempSul_L",1139
"637",127,"TempSul_R",910
"638",127,"IV_ventricle",2700
"639",127,"SF_L",21348
"640",127,"SF_R",17691
"641",127,"SF_PFC_L",21706
"642",127,"SF_PFC_R",20277
"643",127,"SF_pole_L",3590
"644",127,"SF_pole_R",5684
"645",127,"MF_L",16964
"646",127,"MF_R",18521
"647",127,"MF_DPFC_L",21212
"648",127,"MF_DPFC_R",22606
"649",127,"IF_opercularis_L",6453
"650",127,"IF_opercularis_R",7904
"651",127,"IF_orbitalis_L",7970
"652",127,"IF_orbitalis_R",6352
"653",127,"IF_triangularis_L",8944
"654",127,"IF_triangularis_R",7332
"655",127,"LFO_L",7227
"656",127,"LFO_R",6482
"657",127,"MFO_L",7052
"658",127,"MFO_R",6816
"659",127,"R_L",9149
"660",127,"R_R",9716
"661",127,"PoC_L",19140
"662",127,"PoC_R",20064
"663",127,"PrC_L",26810
"664",127,"PrC_R",32208
"665",127,"SP_L",15018
"666",127,"SP_R",14231
"667",127,"SM_L",12561
"668",127,"SM_R",14278
"669",127,"A_L",11066
"670",127,"A_R",18678
"671",127,"PrCu_L",10343
"672",127,"PrCu_R",9110
"673",127,"ST_L",21756
"674",127,"ST_R",19091
"675",127,"ST_L_pole",6156
"676",127,"ST_R_pole",6687
"677",127,"MT_L",25670
"678",127,"MT_R",27009
"679",127,"MT_L_pole",4311
"680",127,"MT_R_pole",4799
"681",127,"IT_L",18792
"682",127,"IT_R",17891
"683",127,"PHG_L",1250
"684",127,"PHG_R",1248
"685",127,"ENT_L",930
"686",127,"ENT_R",1041
"687",127,"Fu_L",19272
"688",127,"Fu_R",19272
"689",127,"SO_L",5762
"690",127,"SO_R",6032
"691",127,"MO_L",28478
"692",127,"MO_R",26272
"693",127,"IO_L",6198
"694",127,"IO_R",7859
"695",127,"Cu_L",12082
"696",127,"Cu_R",11658
"697",127,"LG_L",16542
"698",127,"LG_R",13959
"699",127,"rostral_ACC_L",2883
"700",127,"rostral_ACC_R",3639
"701",127,"subcallosal_ACC_L",591
"702",127,"subcallosal_ACC_R",704
"703",127,"subgenual_ACC_L",1782
"704",127,"subgenual_ACC_R",1761
"705",127,"dorsal_ACC_L",15165
"706",127,"dorsal_ACC_R",14337
"707",127,"PCC_L",9274
"708",127,"PCC_R",12058
"709",127,"Insula_L",7241
"710",127,"Insula_R",7082
"711",127,"Amyg_L",1983
"712",127,"Amyg_R",2349
"713",127,"Hippo_L",3972
"714",127,"Hippo_R",3779
"715",127,"Caud_L",3570
"716",127,"Caud_R",3723
"717",127,"Put_L",4385
"718",127,"Put_R",4400
"719",127,"GP_L",1368
"720",127,"GP_R",1478
"721",127,"Thalamus_L",6342
"722",127,"Thalamus_R",6372
"723",127,"HypoThalamus_L",665
"724",127,"HypoThalamus_R",761
"725",127,"BasalForebrain_L",2133
"726",127,"BasalForebrain_R",1880
"727",127,"NucAccumbens_L",712
"728",127,"NucAccumbens_R",782
"729",127,"RedNc_L",350
"730",127,"RedNc_R",430
"731",127,"Snigra_L",387
"732",127,"Snigra_R",256
"733",127,"Cerebellum_R",58504
"734",127,"Cerebellum_L",59435
"735",127,"CP_L",1935
"736",127,"CP_R",2014
"737",127,"Midbrain_L",2273
"738",127,"Midbrain_R",2626
"739",127,"CST_L",1569
"740",127,"CST_R",1427
"741",127,"SCP_L",954
"742",127,"SCP_R",1040
"743",127,"MCP_L",2897
"744",127,"MCP_R",2997
"745",127,"PCT_L",964
"746",127,"PCT_R",852
"747",127,"Medulla_L",2403
"748",127,"Medulla_R",2571
"749",127,"ML_L",842
"750",127,"ML_R",1071
"751",127,"Pons_L",267
"752",127,"Pons_R",648
"753",127,"ACR_L",12600
"754",127,"ACR_R",13280
"755",127,"SCR_L",13461
"756",127,"SCR_R",14350
"757",127,"PCR_L",4400
"758",127,"PCR_R",3772
"759",127,"GCC_L",2584
"760",127,"GCC_R",2748
"761",127,"BCC_L",4120
"762",127,"BCC_R",4487
"763",127,"SCC_L",5427
"764",127,"SCC_R",5932
"765",127,"PVWl_L",392
"766",127,"PVWl_R",392
"767",127,"ALIC_L",2344
"768",127,"ALIC_R",2528
"769",127,"PLIC_L",3389
"770",127,"PLIC_R",3297
"771",127,"RLIC_L",3064
"772",127,"RLIC_R",3100
"773",127,"EC_L",3598
"774",127,"EC_R",3459
"775",127,"CGC_L",3135
"776",127,"CGC_R",3563
"777",127,"CGH_L",1811
"778",127,"CGH_R",1725
"779",127,"Fx/ST_L",1425
"780",127,"Fx/ST_R",1438
"781",127,"Fx_L",903
"782",127,"Fx_R",996
"783",127,"IFO_L",1808
"784",127,"IFO_R",1865
"785",127,"PTR_L",7073
"786",127,"PTR_R",5676
"787",127,"SS_L",3590
"788",127,"SS_R",4043
"789",127,"SFO_L",363
"790",127,"SFO_R",276
"791",127,"SLF_L",6989
"792",127,"SLF_R",7782
"793",127,"Cl_L",419
"794",127,"Cl_R",563
"795",127,"Mammillary_R",104
"796",127,"Mammillary_L",125
"797",127,"LV_Frontal_L",6756
"798",127,"LV_body_L",8321
"799",127,"LV_atrium_L",4559
"800",127,"LV_Occipital_L",418
"801",127,"LV_Inferior_L",834
"802",127,"LV_Frontal_R",5885
"803",127,"LV_body_R",7959
"804",127,"LV_atrium_R",4100
"805",127,"LV_Occipital_R",120
"806",127,"LV_Inferior_R",909
"807",127,"III_ventricle",2418
"808",127,"PVWa_L",836
"809",127,"PVWa_R",867
"810",127,"PVWp_L",785
"811",127,"PVWp_R",650
"812",127,"CerebellumWM_R",13373
"813",127,"CerebellumWM_L",12568
"814",127,"FrontSul_L",15004
"815",127,"FrontSul_R",11232
"816",127,"CentralSul_L",2159
"817",127,"CentralSul_R",1750
"818",127,"SylAntInsularSul_L",1589
"819",127,"SylAntInsularSul_R",1175
"820",127,"SylPostInsularSul_L",1598
"821",127,"SylPostInsularSul_R",1462
"822",127,"SylExtSMG_L",640
"823",127,"SylExtSMG_R",288
"824",127,"ParietSul_L",8739
"825",127,"ParietSul_R",9728
"826",127,"CinguSul_L",1173
"827",127,"CinguSul_R",1419
"828",127,"OcciptSul_L",1934
"829",127,"OcciptSul_R",2054
"830",127,"TempSul_L",1139
"831",127,"TempSul_R",910
"832",127,"Caudate_tail_L",363
"833",127,"Caudate_tail_R",345
"834",127,"Chroid_LVetc_L",444
"835",127,"Chroid_LVetc_R",371
"836",127,"IV_ventricle",2700
